,TERM,COST,MEAN
4766,tailspin,4.09,4.09
4767,take,9.99,9.99
4768,taken,3.67,3.67
4769,takeoff,218.99,218.99
4770,takes,14.99,14.99
4771,taking,15.89,15.89
4772,talent,1.99,1.99
4773,talented,3.99,3.99
4774,talents,13.53,13.53
4775,talk,284.99,284.99
4776,talked,0.99,0.99
4777,talking,29.9,29.9
4778,talks,54.99,54.99
4779,tall,13.4,13.4
4780,tampon,12.99,12.99
4781,tampons,12.99,12.99
4782,tank,14.99,14.99
4783,tanker,95.0,95.0
4784,tap,37.99,37.99
4785,tapping,$2.0,2.0
4786,target,23.95,23.95
4787,targeted,17.88,17.88
4788,targeting,23.99,23.99
4789,task,400.0,400.0
4790,tasks,4.25,4.25
4791,taught,12.99,12.99
4792,tax,9.99,9.99
4793,taxed,59.99,59.99
4794,taxes,17.66,17.66
4795,taxi,"['$0.3', '$0.55', '$0.55', '$2.5', '$2.5', '$2.5', '$2.5', '$2.6', '$2.7', '$2.75', '$3.5', '$3.5', '$4.0', '$32.0', '$120.0', '$122.5', '$125.0', '$127.5']",30.969444444444452
4796,teach,6.6,6.6
4797,teacher,8.79,8.79
4798,teacher's,24.99,24.99
4799,teachers,8.99,8.99
4800,teaches,1.99,1.99
4801,teaching,16.29,16.29
4802,teal,12.95,12.95
4803,team,69.99,69.99
4804,teams,10.99,10.99
4805,tearing,14.98,14.98
4806,tease,17.71,17.71
4807,teats,"['$5.53', '$6.49', '$6.99', '$11.88']",7.7225
4808,technical,4.99,4.99
4809,technically,,
4810,technique,23.95,23.95
4811,techniques,23.99,23.99
4812,technologies,23.99,23.99
4813,technology,19.95,19.95
4814,ted,9.99,9.99
4815,tee,17.95,17.95
4816,teenage,99.99,99.99
4817,teeth,10.99,10.99
4818,telecommuting,"['$2.0', '$2.0', '$3.18', '$7.0', '$7.0', '$10.0', '$11.0', '$30.0', '$245.0']",35.242222222222225
4819,telegram,19.8,19.8
4820,telephone,45.0,45.0
4821,tell,8.63,8.63
4822,telling,10.45,10.45
4823,tells,8.0,8.0
4824,template,,
4825,temporarily,11.11,11.11
4826,ten,33.99,33.99
4827,tenants,"['$2.0', '$2.0', '$19.99', '$250.0']",68.4975
4828,tend,38.0,38.0
4829,tended,4.51,4.51
4830,tendency,46.0,46.0
4831,tends,6.89,6.89
4832,tens,28.95,28.95
4833,tensed,39.95,39.95
4834,tenth,16.99,16.99
4835,tenure,19.95,19.95
4836,tenured,9.69,9.69
4837,term,13.99,13.99
4838,terms,7.99,7.99
4839,terrible,,
4840,test,69.99,69.99
4841,testing,9.59,9.59
4842,tests,18.99,18.99
4843,text,10.0,10.0
4844,th,39.99,39.99
4845,than,11.5,11.5
4846,thank,3.0,3.0
4847,thankful,15.99,15.99
4848,thanks,8.99,8.99
4849,that,109.0,109.0
4850,that's,,
4851,the,54.75,54.75
4852,their,24.29,24.29
4853,theirs,10.43,10.43
4854,them,4.65,4.65
4855,themselves,47.99,47.99
4856,then,149.99,149.99
4857,theories,2.49,2.49
4858,theory,9.77,9.77
4859,there,12.0,12.0
4860,there's,10.0,10.0
4861,therefore,13.0,13.0
4862,therein,4.14,4.14
4863,thereto,12.0,12.0
4864,these,16.0,16.0
4865,thesis,160.0,160.0
4866,they,9.99,9.99
4867,they'd,,
4868,they'll,,
4869,they're,,
4870,they've,,
4871,thick,"['$1.25', '$1.51', '$2.57', '$4.28', '$13.69']",4.659999999999998
4872,thieves,"['$21.96', '$22.0', '$24.99', '$26.16', '$28.95', '$42.99', '$43.92', '$49.99', '$52.32', '$70.0', '$99.98']",43.93272727272727
4873,thin,13.95,13.95
4874,thing,24.95,24.95
4875,things,12.99,12.99
4876,think,25.0,25.0
4877,thinking,4.09,4.09
4878,thinks,19.99,19.99
4879,third,28.99,28.99
4880,thirteen,15.0,15.0
4881,thirty,19.99,19.99
4882,this,16.95,16.95
4883,those,219.99,219.99
4884,though,30.0,30.0
4885,thought,1.19,1.19
4886,thoughtful,94.95,94.95
4887,thoughts,12.57,12.57
4888,thousand,50.15,50.15
4889,thousands,"['$3120.0', '$25000.0']",14060.0
4890,threat,15.95,15.95
4891,threatening,1.99,1.99
4892,three,4.95,4.95
4893,threes,7.45,7.45
4894,threesomes,1.5,1.5
4895,threshold,25.98,25.98
4896,thrive,74.99,74.99
4897,throes,1.29,1.29
4898,through,5.99,5.99
4899,throughout,4.54,4.54
4900,throughput,45000.0,45000.0
4901,throw,10.99,10.99
4902,throwing,10.95,10.95
4903,throws,,
4904,thumb,29.99,29.99
4905,thumbs,"['$2.0', '$2.0', '$300.0', '$450.0']",188.5
4906,ticket,14.99,14.99
4907,tie,6.99,6.99
4908,tight,21.0,21.0
4909,tile,29.99,29.99
4910,till,9.99,9.99
4911,time,109.95,109.95
4912,timed,10.99,10.99
4913,timely,610.0,610.0
4914,times,8.99,8.99
4915,timing,134.0,134.0
4916,tiny,23.99,23.99
4917,tip,10.99,10.99
4918,tipping,70.1,70.1
4919,tips,6.99,6.99
4920,tire,256.0,256.0
4921,tired,586.0,586.0
4922,tissue,21.0,21.0
4923,title,"['$1.0', '$3.0', '$3.0', '$4.0', '$8.0', '$8.0', '$8.0', '$10.0', '$10.0', '$15.0', '$15.0', '$15.0', '$17.0', '$18.0', '$20.0', '$25.0', '$30.0', '$32.0', '$62.0', '$90.0', '$100.0', '$100.0', '$100.0', '$175.0', '$225.0', '$225.0', '$544.0', '$830.0']",96.17857142857143
4924,titles,8.79,8.79
4925,to,4.68,4.68
4926,today,13.97,13.97
4927,today's,5.28,5.28
4928,together,,
4929,togo,9.5,9.5
4930,toilet,199.0,199.0
4931,token,8.1,8.1
4932,tokens,29.95,29.95
4933,told,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$11.74', '$30.0', '$58.0', '$58.0', '$58.23', '$58.42', '$2000.0']",126.96611111111109
4934,toll,8.99,8.99
4935,tome,100.0,100.0
4936,tomorrow,8.53,8.53
4937,tomorrow's,,
4938,ton,489.0,489.0
4939,tonality,"['$1.0', '$1.0', '$1.0', '$2.0', '$4.99', '$39.0', '$49.0', '$129.99', '$199.0']",47.44222222222222
4940,tone,69.0,69.0
4941,tonight,5.8,5.8
4942,tons,38.99,38.99
4943,too,29.0,29.0
4944,took,1.99,1.99
4945,tool,19.99,19.99
4946,tools,129.99,129.99
4947,top,11.9,11.9
4948,topic,25.0,25.0
4949,topics,,
4950,torpedoed,40.0,40.0
4951,total,670.0,670.0
4952,totally,4.25,4.25
4953,toto,7.9,7.9
4954,touch,309.99,309.99
4955,touched,12.05,12.05
4956,touching,9.99,9.99
4957,tough,15.99,15.99
4958,toughest,8.5,8.5
4959,toughs,25.0,25.0
4960,tour,137.99,137.99
4961,tourist,7.99,7.99
4962,tournament,41.0,41.0
4963,tournaments,14.95,14.95
4964,tours,9.49,9.49
4965,towards,6.99,6.99
4966,towel,"['$1.99', '$2.6', '$2.75', '$2.99', '$3.99', '$3.99', '$4.0', '$5.0', '$5.0', '$5.99', '$6.0', '$7.0', '$8.0', '$9.0', '$9.99', '$10.0', '$12.0', '$14.99', '$17.99', '$17.99', '$18.0', '$20.0', '$30.0', '$30.0', '$44.0', '$49.99', '$350.0']",25.67592592592593
4967,towers,348.88,348.88
4968,town,32.99,32.99
4969,toxic,18.99,18.99
4970,toys,14.49,14.49
4971,track,,
4972,tracking,9.99,9.99
4973,traction,18.99,18.99
4974,trade,63.85,63.85
4975,traded,12.95,12.95
4976,trader,99.99,99.99
4977,traders,59.95,59.95
4978,trades,17.0,17.0
4979,trading,1.99,1.99
4980,traditional,32.99,32.99
4981,traffic,11.06,11.06
4982,tragedy,12.99,12.99
4983,tragic,20.17,20.17
4984,trailer,1025.0,1025.0
4985,trails,39.99,39.99
4986,train,24.95,24.95
4987,trained,9.89,9.89
4988,trainer,"['$10.0', '$12.0', '$25.0', '$25.0', '$25.0', '$30.0', '$35.0', '$40.0', '$40.0', '$50.0', '$60.0', '$70.0', '$80.0', '$90.0', '$90.0', '$150.0']",52.0
4989,training,18.99,18.99
4990,trains,45.0,45.0
4991,traitor,28.95,28.95
4992,traits,75.0,75.0
4993,trajectory,27.0,27.0
4994,transaction,4.74,4.74
4995,transactions,14.31,14.31
4996,transcendent,46.0,46.0
4997,transcribe,89.95,89.95
4998,transfer,"['$1.0', '$1.0', '$1.0', '$20.0', '$20.0', '$20.0', '$30.0', '$40.0', '$40.0', '$90.0']",26.3
4999,transferred,2.5,2.5
5000,transform,"['$0.0', '$0.0', '$1.0', '$90.0']",22.75
5001,transformation,,
5002,transition,"['$1.0', '$17.0', '$20.0', '$82.49', '$88.0', '$100.0', '$100.0', '$126.0', '$150.0', '$400.0', '$500.0', '$1000.0', '$1500.0']",314.1915384615385
5003,transitioning,"['$5.0', '$17.0', '$17.0', '$18.0', '$20.0', '$20.0', '$20.0', '$24.0', '$25.0', '$30.0', '$30.0', '$100.0', '$100.0', '$100.0', '$500.0', '$500.0', '$1000.0', '$1500.0']",223.66666666666663
5004,transom,"['$100.0', '$125.0', '$150.0', '$200.0', '$200.0', '$200.0', '$200.0', '$200.0', '$250.0', '$250.0', '$375.0', '$575.0', '$575.0', '$575.0', '$800.0']",318.3333333333333
5005,transparent,,
5006,transport,"['$1.0', '$10.0', '$435.0', '$833.0']",319.75
5007,trap,"['$10.95', '$13.95', '$14.5', '$15.75', '$18.95']",14.82
5008,trapped,"['$13.0', '$18.0', '$26.0']",19.0
5009,trapping,"['$1.0', '$2.75', '$2.92', '$3.0', '$3.59', '$3.8', '$5.0', '$7.0', '$8.0', '$8.0', '$10.0', '$10.75', '$12.0', '$13.9', '$17.0', '$22.0', '$22.0', '$24.0', '$25.0', '$25.0', '$29.75', '$31.5', '$40.0', '$42.0', '$50.0', '$50.0', '$52.0', '$70.0', '$70.0', '$88.0', '$300.0', '$416.0']",45.81125
5010,traps,"['$14.5', '$15.75', '$18.95', '$30.64', '$36.25', '$67.99', '$80.0', '$100.0', '$275.0', '$300.0', '$500.0']",130.82545454545453
5011,trash,"['$11.77', '$12.0', '$20.0', '$20.0', '$24.54', '$25.0', '$30.42', '$38.07', '$60.0', '$66.1', '$76.05', '$100.0', '$100.0', '$100.0', '$100.0', '$100.0', '$150.0', '$200.0', '$260.0', '$292.0', '$383.0', '$490.0', '$550.0', '$700.0', '$800.0', '$850.0', '$900.0', '$950.0']",264.60535714285714
5012,trauma,"['$1.0', '$5.5', '$26.4', '$33.2', '$50.0', '$50.0', '$50.8', '$53.0', '$80.0', '$84.0', '$112.0', '$119.0', '$130.0', '$177.0', '$215.0', '$258.0', '$406.0']",108.87647058823528
5013,travel,"['$44.0', '$53.0', '$53.0', '$59.0', '$59.0', '$97.0', '$97.0', '$97.0', '$97.0', '$335.0', '$379.0']",124.54545454545456
5014,traveling,"['$1.0', '$2.0', '$3.22', '$4.0', '$6.19', '$20.0', '$24.0', '$28.0', '$30.0', '$144.0', '$500.0', '$581.0']",111.95083333333332
5015,treat,"['$3.0', '$4.0', '$12.0', '$24.0', '$24.0', '$30.0']",16.166666666666668
5016,treated,"['$5.79', '$7.0', '$7.99', '$10.19', '$11.79', '$21.99', '$100.0', '$200.0', '$200.0', '$400.0', '$400.0', '$600.0', '$934.0']",222.98076923076923
5017,treating,"['$3.0', '$3.0', '$5.0', '$6.0', '$20.0']",7.4
5018,treats,$4.0,4.0
5019,tree,"['$1.0', '$3.0', '$5.0', '$10.0', '$100.0', '$100.0', '$106.0', '$200.0', '$300.0', '$350.0', '$500.0', '$1395.0']",255.83333333333331
5020,trees,"['$20.0', '$25.0', '$35.0', '$38.0', '$150.0', '$194.0', '$200.0', '$255.0', '$350.0', '$400.0']",166.7
5021,tremendous,,
5022,trend,,
5023,trends,,
5024,trial,"['$1.0', '$2.0', '$2.0', '$2.0', '$2.0', '$3.0', '$4.0', '$7.0', '$20.0', '$40.0', '$41.0', '$179.0']",25.25
5025,triangle,"['$3.33', '$20.0', '$250.0']",91.11
5026,tribalism,,
5027,tribe,"['$85.0', '$85.0', '$500.0', '$4788.0']",1364.5
5028,trick,,
5029,tricks,,
5030,tried,$22.0,22.0
5031,tries,"['$12.0', '$50.0', '$50.0', '$50.0', '$80.0', '$100.0', '$100.0', '$100.0', '$100.0', '$100.0', '$150.0', '$150.0', '$150.0', '$150.0', '$200.0', '$200.0', '$200.0', '$200.0', '$300.0', '$300.0', '$525.0', '$637.0', '$725.0', '$1000.0']",234.54166666666663
5032,trigger,,
5033,trillion,"['$1.0', '$1.0', '$1.0', '$2.0', '$2.0', '$3.5', '$7.9', '$8.0', '$10.0', '$12.0', '$16.0', '$16.0', '$50.0', '$52.0', '$60.0', '$60.0', '$60.0']",21.317647058823532
5034,trillions,"['$1.0', '$2.0', '$2.0', '$2.0', '$2.3', '$3.0', '$3.5', '$4.1', '$4.1', '$6.0', '$7.9', '$8.0', '$10.0', '$10.0', '$16.0', '$16.0']",6.11875
5035,trip,,
5036,triple,"['$2.0', '$2.0', '$2.0', '$2.0', '$3.0', '$3.0', '$5.0', '$11.0', '$12.0', '$13.0', '$14.0', '$100.0']",14.083333333333336
5037,trips,,
5038,trolling,"['$1.0', '$4.0', '$4000.0']",1335.0
5039,trouble,"['$2.0', '$2.11', '$20.0', '$20.0', '$20.0']",12.822000000000001
5040,troubles,,
5041,troubling,,
5042,true,,
5043,truly,"['$0.13', '$9.75', '$14.98', '$14.98', '$14.98', '$14.98', '$14.98', '$15.99', '$15.99', '$16.48', '$16.99', '$17.99', '$35.0']",15.632307692307696
5044,trumps,"['$112.0', '$250.0', '$605.0', '$650.0', '$950.0']",513.4
5045,trundle,"['$1.0', '$1.0', '$2.0', '$2.0', '$5.0', '$35.0', '$69.99', '$100.0', '$100.0', '$279.99', '$299.99', '$428.99', '$500.0', '$500.0', '$548.05']",191.534
5046,trust,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$2.0', '$3.0', '$30.0', '$70.0', '$399.0', '$399.0', '$399.0', '$400.0', '$499.0', '$500.0', '$500.0', '$500.0', '$700.0']",231.94736842105263
5047,trusting,$29.0,29.0
5048,trustworthy,"['$15.99', '$15.99', '$15.99']",15.99
5049,truth,$750.0,750.0
5050,try,"['$0.0', '$0.0', '$0.0', '$0.01', '$6.0', '$12.0', '$25.0', '$55.0', '$55.0']",17.001111111111108
5051,trying,"['$22.0', '$37.0', '$48.0']",35.666666666666664
5052,tune,"['$40.0', '$40.0', '$50.0', '$50.0', '$150.0', '$150.0', '$200.0', '$200.0', '$200.0', '$239.95', '$279.0', '$279.0', '$279.95', '$379.95', '$400.0', '$499.0', '$500.0', '$500.0', '$700.0', '$800.0', '$900.0', '$900.0']",351.675
5053,tuned,"['$50.0', '$50.0', '$65.0', '$90.0', '$100.0', '$130.0', '$175.0', '$200.0', '$200.0', '$225.0', '$500.0', '$900.0']",223.75
5054,tuning,"['$2.0', '$4.0', '$40.0', '$130.0', '$150.0', '$200.0', '$500.0', '$599.0', '$800.0', '$999.0', '$1000.0', '$1200.0', '$1500.0']",548.0
5055,tunnel,"['$1.0', '$1.0', '$1.0', '$1.0', '$2.25', '$2.25', '$2.25', '$2.25', '$3.0', '$6.12', '$9.5', '$11.75', '$13.75', '$16.0', '$500.0']",38.208
5056,turf,"['$0.9', '$2.0', '$2.0', '$4.0', '$5.0', '$5.0', '$6.0', '$10.0', '$10.0', '$10.0', '$10.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$1250.0', '$6250.0']",404.4684210526316
5057,turkey,"['$0.59', '$0.59', '$0.68', '$0.87', '$1.19', '$1.51', '$1.69', '$1.99', '$2.28', '$2.99', '$4.8', '$13.68', '$20.0', '$25.35', '$30.0', '$30.2']",8.650625
5058,turn,"['$300.0', '$300.0', '$5000.0', '$5000.0', '$5000.0']",3120.0
5059,turned,$4.47,4.47
5060,turning,,
5061,turns,"['$4999.0', '$4999.0', '$5000.0', '$5000.0', '$5000.0']",4999.6
5062,tutor,"['$20.0', '$25.0', '$25.0', '$25.0', '$25.0', '$30.0', '$30.0', '$40.0', '$40.0', '$40.0', '$45.0', '$45.0', '$50.0', '$60.0', '$70.0', '$70.0', '$75.0', '$80.0', '$80.0', '$85.0', '$85.0', '$100.0', '$150.0', '$200.0']",62.29166666666666
5063,tuxedo,"['$1.0', '$1.0', '$1.0', '$5.0', '$100.0', '$135.0', '$200.0', '$200.0', '$200.0', '$200.0', '$499.0', '$700.0']",186.83333333333331
5064,tweet,"['$0.5', '$1.35', '$2.0', '$2.0', '$4.0', '$4.0', '$14.0', '$99.0', '$149.0', '$200.0']",47.585
5065,tweeted,"['$0.5', '$1.35', '$1.35', '$2.0', '$4.0', '$14.0', '$99.0', '$149.0', '$200.0']",52.35555555555555
5066,tweeting,"['$0.5', '$1.35', '$1.35', '$2.0', '$2.0', '$14.0', '$15.0', '$20.0', '$149.0']",22.8
5067,twenties,"['$10.0', '$32.62', '$33.0', '$42.52', '$80.0', '$80.0', '$260.0', '$850.0', '$2000.0', '$3500.0', '$22000.0']",2626.194545454545
5068,twenty,"['$1.0', '$2.0', '$2.0', '$4.0', '$41.0', '$50.0', '$350.0']",64.28571428571429
5069,twice,"['$105.0', '$138.0', '$168.0', '$188.0', '$208.0', '$248.0', '$288.0']",191.85714285714286
5070,twit,"['$27.0', '$32.35', '$99.0', '$149.0']",76.8375
5071,twittering,"['$0.27', '$0.5', '$1.35', '$1.35', '$2.0', '$2.0', '$4.0', '$4.0', '$7.19', '$200.0']",22.266
5072,two,,
5073,type,"['$29.0', '$29.0']",29.0
5074,types,,
5075,typical,,
5076,typically,"['$2.5', '$6.0', '$7.0', '$8.0', '$20.0', '$60.0', '$70.0', '$90.0', '$100.0', '$120.0', '$150.0', '$150.0', '$200.0', '$250.0', '$400.0']",108.9
5077,ugliest,"['$45.0', '$162.0']",103.5
5078,uh,"['$1.0', '$3.0', '$10.0', '$11.0', '$17.0', '$23.0', '$26.0', '$28.0', '$30.0', '$108.0', '$500.0', '$917.0']",139.5
5079,ukulele,"['$35.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$119.0', '$150.0', '$150.0', '$150.0', '$400.0', '$500.0', '$500.0']",173.38461538461542
5080,ultimate,"['$0.05', '$0.78', '$14.9', '$49.9']",16.4075
5081,ultimately,$70.0,70.0
5082,um,"['$1.0', '$1.0', '$1.0', '$1.0', '$2.0', '$2.0', '$3.0', '$4.0', '$9.0', '$10.0', '$12.0', '$12.0', '$12.0', '$13.0', '$13.0', '$14.0', '$15.0', '$17.0', '$28.0', '$48.0', '$51.0', '$54.0', '$54.0', '$68.0', '$27636.0', '$68460.0', '$273840.0']",13717.814814814818
5083,umpteen,,
5084,unavailable,,
5085,unborn,"['$5.99', '$6.6', '$15.0', '$16.99', '$16.99', '$17.53', '$35.0', '$38.0', '$44.6', '$60.0', '$200.0', '$300.0', '$960.0']",132.05384615384614
5086,uncertain,,
5087,uncomfortable,,
5088,unconscious,"['$0.78', '$0.78', '$5.16', '$13.79', '$18.95']",7.891999999999999
5089,under,,
5090,undercut,,
5091,underestimate,$240.0,240.0
5092,underfunded,"['$1.0', '$9.0', '$9.0', '$9.0', '$10.0', '$15.3', '$16.0', '$50.4', '$269.0']",43.18888888888889
5093,undergoing,,
5094,underlying,"['$15.0', '$15.0', '$100.0']",43.33333333333334
5095,underneath,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.25', '$2.0', '$2.0', '$2.0', '$2.0', '$2.0', '$2.0', '$3.0', '$1600.0']",108.15
5096,underplay,,
5097,understand,,
5098,understanding,,
5099,understood,,
5100,unemployed,,
5101,unethical,"['$70.0', '$100.0']",85.0
5102,unfair,,
5103,unfolds,,
5104,unfortunately,,
5105,unhappy,$2.0,2.0
5106,unheard,"['$6.99', '$300.0', '$419.0']",241.99666666666667
5107,unicorn,$24.0,24.0
5108,unicorns,"['$1.0', '$1.0', '$1.0', '$1.0', '$5.0', '$15.0', '$20.0', '$80.0', '$99.0', '$170.0', '$189.0', '$500.0']",90.16666666666669
5109,unified,,
5110,uninspired,,
5111,union,$400.0,400.0
5112,unique,"['$6.99', '$17.34', '$213.0']",79.11
5113,uniquely,,
5114,uniqueness,,
5115,unit,"['$5.05', '$280.0']",142.525
5116,units,"['$0.2', '$1.0', '$3.0', '$3.2', '$3.2', '$4.0', '$5.0', '$7.0', '$10.0', '$10.0', '$34.0', '$280.0']",30.05
5117,unity,"['$1.0', '$1.0', '$15.0', '$35.0', '$40.0', '$40.0', '$40.0', '$40.0', '$75.0', '$75.0', '$75.0', '$100.0', '$125.0', '$150.0', '$150.0', '$150.0', '$150.0', '$200.0']",81.22222222222223
5118,universal,"['$35.0', '$35.0', '$49.0', '$49.0', '$49.0', '$62.0', '$62.0', '$110.0', '$120.0', '$124.0', '$133.0', '$136.0', '$146.0', '$200.0', '$460.0', '$558.0']",145.5
5119,universities,"['$9.0', '$9.0', '$10.0', '$10.0', '$11.0', '$12.0', '$12.0', '$13.0', '$14.0', '$24.0', '$26.0', '$27.0', '$29.0', '$30.0', '$30.0', '$30.0', '$32.0', '$33.0', '$35.0', '$41.0', '$53.0']",23.33333333333333
5120,university,"['$9.0', '$10.0', '$11.0', '$12.0', '$13.0', '$14.0', '$24.0', '$26.0', '$28.0', '$32.0', '$33.0', '$35.0', '$41.0', '$46.0', '$53.0', '$55.0']",27.625
5121,unknown,"['$0.15', '$0.8']",0.475
5122,unlearn,"['$13.29', '$40.0', '$40.0']",31.096666666666664
5123,unlearned,"['$9.57', '$55.99']",32.78
5124,unless,$10.0,10.0
5125,unlike,,
5126,unlock,"['$30.0', '$34.0', '$50.0']",38.0
5127,unlucky,"['$6.66', '$88.0']",47.33
5128,unnecessary,"['$1.0', '$4.0', '$5.0', '$300.0', '$500.0']",162.0
5129,unplug,"['$19.0', '$37.0']",28.0
5130,unquote,,
5131,unrelated,,
5132,unscheduled,"['$0.0', '$100.0']",50.0
5133,unsealed,,
5134,unstable,"['$0.09', '$0.12', '$0.13', '$0.13']",0.1175
5135,unsuccessful,,
5136,untie,"['$0.0', '$4.84', '$5.0', '$8.0', '$18.5', '$18.5', '$21.0', '$144.99']",27.60375
5137,untied,"['$2.0', '$5.0', '$8.0', '$8.0', '$10.0', '$21.0', '$25.0', '$4750.0', '$4950.0']",1086.5555555555557
5138,until,"['$1.0', '$1.25', '$30.0']",10.75
5139,unusual,$2.1,2.1
5140,up,"['$0.27', '$5.0', '$20.04', '$5000.0', '$74990.0', '$79990.0']",26667.551666666666
5141,upcoming,,
5142,upcountry,"['$1.86', '$20.0', '$50.0', '$674.0']",186.465
5143,updated,"['$1.0', '$1.0', '$1.0', '$11.74']",3.685
5144,upfront,$549.0,549.0
5145,upgrade,"['$7.0', '$10.0', '$20.0', '$20.0', '$34.5', '$39.5', '$40.0', '$40.75', '$45.75']",28.61111111111111
5146,upgrades,"['$10.0', '$20.0', '$30.0', '$34.5', '$39.5', '$40.75', '$45.75', '$100.0', '$125.0', '$200.0']",64.55
5147,upgrading,"['$1.0', '$1.0', '$10.0', '$10.0', '$20.0', '$150.0', '$600.0', '$900.0']",211.5
5148,uphill,"['$10.0', '$10.0', '$50.0', '$139.0']",52.25
5149,uplift,19.75,19.75
5150,uplifting,"['$125.0', '$150.0', '$150.0', '$175.0']",150.0
5151,upload,"['$1.0', '$7.0', '$10.0', '$47.0']",16.25
5152,upon,,
5153,upright,"['$5.0', '$5.0', '$40.0', '$42.0', '$54.0', '$81.0', '$100.0', '$119.0', '$142.0', '$200.0']",78.8
5154,ups,"['$7.57', '$50.0', '$100.0', '$100.0', '$100.0', '$100.0']",76.26166666666667
5155,upset,$750.0,750.0
5156,urgency,,
5157,urgent,"['$50.0', '$65.0', '$70.0', '$71.0', '$75.0', '$80.0', '$100.0', '$100.0', '$110.0', '$125.0', '$125.0', '$150.0', '$150.0', '$155.0', '$175.0', '$200.0', '$280.0']",122.41176470588236
5158,us,"['$1.0', '$1.0', '$1.0', '$1.77', '$2.0', '$2.0', '$2.5', '$3.0', '$3.5', '$4.0', '$4.0', '$13.0', '$13.0', '$42.0', '$550.0', '$700.0', '$794.0', '$852.0', '$1000.0', '$10000.0', '$12000.0']",1237.6080952380953
5159,usage,$200.0,200.0
5160,use,,
5161,used,,
5162,useful,,
5163,user,"['$0.0', '$3.0', '$3.5', '$6.0', '$6.67', '$8.0', '$9.99', '$10.0', '$10.0', '$12.0', '$25.0', '$75.0', '$100.0']",20.704615384615387
5164,users,"['$0.0', '$3.0', '$6.0', '$7.0', '$9.99', '$10.0', '$10.0', '$12.0', '$12.5', '$47.0', '$200.0']",28.862727272727273
5165,uses,$1.0,1.0
5166,using,,
5167,usual,"['$4.0', '$25.0', '$30.0', '$50.0', '$50.0', '$90.0', '$90.0', '$150.0', '$250.0', '$250.0', '$450.0', '$500.0']",161.58333333333334
5168,usually,"['$1.0', '$4.0', '$5.0', '$8.0', '$20.0', '$30.0', '$100.0', '$120.0', '$125.0', '$125.0', '$150.0', '$150.0', '$250.0', '$450.0']",109.85714285714286
5169,utility,$1.0,1.0
5170,utilize,,
5171,utilizing,,
5172,utopian,"['$83.0', '$99.0', '$131.0']",104.33333333333331
5173,v,"['$25.0', '$27770.0']",13897.5
5174,vacation,"['$14.0', '$28.0', '$57.0', '$422.0', '$588.0']",221.8
5175,vacations,"['$14.0', '$28.0', '$57.0', '$422.0', '$588.0']",221.8
5176,vacuum,"['$1.0', '$1.0', '$1.0', '$2.0', '$3.0', '$50.0', '$50.0', '$100.0', '$100.0', '$100.0', '$178.0', '$199.0', '$199.0', '$199.0', '$199.99', '$299.99', '$349.99', '$450.0']",137.9427777777778
5177,vague,"['$15.0', '$95.0', '$95.0']",68.33333333333333
5178,valid,,
5179,validations,"['$19.0', '$19.0', '$100.0']",46.0
5180,valuable,$1.0,1.0
5181,valuations,$150.0,150.0
5182,value,,
5183,values,,
5184,valuing,"['$2.0', '$2.0', '$59.26', '$185.0', '$185.0']",86.652
5185,variable,"['$1.0', '$1.0', '$1.0']",1.0
5186,variables,"['$1.0', '$1.0', '$1.0']",1.0
5187,variation,,
5188,variations,,
5189,various,"['$1.0', '$2.0']",1.5
5190,vary,,
5191,vast,"['$9.0', '$9.0', '$10.0', '$10.0', '$12.0', '$12.0', '$12.0', '$13.0', '$25.0', '$28.0', '$31.0', '$31.0', '$31.0', '$36.0', '$50.0', '$50.0', '$50.0', '$50.0']",26.055555555555557
5192,vehicle,"['$12.0', '$12.0', '$13.0', '$14.0', '$14.0', '$14.0', '$15.0']",13.428571428571427
5193,vending,"['$0.5', '$0.65', '$1.1', '$1.2', '$3.0', '$3.0', '$3.0', '$3.0', '$5.0', '$75.0', '$100.0', '$100.0', '$300.0']",45.80384615384616
5194,vendor,,
5195,vendors,,
5196,venture,"['$1.0', '$2.0', '$8.0']",3.6666666666666665
5197,venue,"['$1.0', '$1.0', '$2.0', '$3.0', '$3.0', '$6.0', '$11.0', '$12.0', '$12.0', '$14.0', '$14.0', '$17.0', '$17.0', '$100.0', '$400.0', '$500.0', '$750.0']",109.58823529411764
5198,verb,$1.0,1.0
5199,versed,"['$3.53', '$3.91', '$10.2', '$18.0', '$22.0', '$32.29', '$33.49', '$273.99']",49.67625
5200,version,"['$6.0', '$10.99', '$12.0', '$13.49', '$14.99', '$19.99', '$19.99']",13.921428571428573
5201,versus,,
5202,vertical,"['$2.0', '$4.0', '$10.0', '$12.0']",7.0
5203,very,,
